class1,receptor1_name_short,receptor1_name,receptor1_entry_name,class2,receptor2_name_short,receptor2_name,receptor2_entry_name,identity,similarity
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,11,27
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,9,20
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRA2,ADGRA2,agra2_human,8,22
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRA3,ADGRA3,agra3_human,10,24
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),CELSR1,CELSR1,celr1_human,11,26
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),CELSR2,CELSR2,celr2_human,12,23
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),CELSR3,CELSR3,celr3_human,13,28
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRD1,ADGRD1,agrd1_human,11,25
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRD2,ADGRD2,agrd2_human,11,22
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRF1,ADGRF1,agrf1_human,11,26
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRF2,ADGRF2,agrf2_human,10,24
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRF3,ADGRF3,agrf3_human,14,27
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRF4,ADGRF4,agrf4_human,10,25
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRF5,ADGRF5,agrf5_human,10,26
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRB1,ADGRB1,agrb1_human,11,26
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRB2,ADGRB2,agrb2_human,10,25
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRB3,ADGRB3,agrb3_human,11,24
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG1,ADGRG1,agrg1_human,11,24
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG2,ADGRG2,agrg2_human,10,27
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG3,ADGRG3,agrg3_human,10,22
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG4,ADGRG4,agrg4_human,10,27
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG5,ADGRG5,agrg5_human,10,23
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG6,ADGRG6,agrg6_human,10,27
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRG7,ADGRG7,agrg7_human,14,31
A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,B2 (Adhesion),ADGRV1,ADGRV1,agrv1_human,8,21
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,8,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,7,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,8,26
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,8,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,11,24
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,11,24
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,11,22
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,10,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,11,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,9,22
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRA2,ADGRA2,agra2_human,10,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRA3,ADGRA3,agra3_human,10,24
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),CELSR1,CELSR1,celr1_human,10,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),CELSR2,CELSR2,celr2_human,9,22
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),CELSR3,CELSR3,celr3_human,9,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRD1,ADGRD1,agrd1_human,10,24
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRD2,ADGRD2,agrd2_human,7,19
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRF1,ADGRF1,agrf1_human,9,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRF2,ADGRF2,agrf2_human,7,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRF3,ADGRF3,agrf3_human,9,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRF4,ADGRF4,agrf4_human,7,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRF5,ADGRF5,agrf5_human,9,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRB1,ADGRB1,agrb1_human,7,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRB2,ADGRB2,agrb2_human,8,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRB3,ADGRB3,agrb3_human,7,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG1,ADGRG1,agrg1_human,9,23
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG2,ADGRG2,agrg2_human,10,26
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG3,ADGRG3,agrg3_human,7,21
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG4,ADGRG4,agrg4_human,8,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG5,ADGRG5,agrg5_human,8,25
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG6,ADGRG6,agrg6_human,9,26
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRG7,ADGRG7,agrg7_human,11,29
A (Rhodopsin),C3a,C3a receptor,c3ar_human,B2 (Adhesion),ADGRV1,ADGRV1,agrv1_human,8,22
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,11,25
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,10,24
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,10,27
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,8,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,10,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,10,21
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,10,22
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,10,22
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,9,24
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,7,19
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRA2,ADGRA2,agra2_human,7,20
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRA3,ADGRA3,agra3_human,6,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),CELSR1,CELSR1,celr1_human,10,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),CELSR2,CELSR2,celr2_human,10,21
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),CELSR3,CELSR3,celr3_human,10,22
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRD1,ADGRD1,agrd1_human,10,21
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRD2,ADGRD2,agrd2_human,8,18
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRF1,ADGRF1,agrf1_human,8,22
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRF2,ADGRF2,agrf2_human,7,24
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRF3,ADGRF3,agrf3_human,7,19
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRF4,ADGRF4,agrf4_human,8,21
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRF5,ADGRF5,agrf5_human,8,21
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRB1,ADGRB1,agrb1_human,10,24
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRB2,ADGRB2,agrb2_human,9,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRB3,ADGRB3,agrb3_human,10,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG1,ADGRG1,agrg1_human,10,27
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG2,ADGRG2,agrg2_human,10,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG3,ADGRG3,agrg3_human,10,25
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG4,ADGRG4,agrg4_human,10,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG5,ADGRG5,agrg5_human,11,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG6,ADGRG6,agrg6_human,9,23
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRG7,ADGRG7,agrg7_human,11,28
A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,B2 (Adhesion),ADGRV1,ADGRV1,agrv1_human,8,25
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,8,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,7,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,6,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,6,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,8,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,8,17
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,8,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,5,15
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,10,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,6,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRA2,ADGRA2,agra2_human,7,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRA3,ADGRA3,agra3_human,7,22
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),CELSR1,CELSR1,celr1_human,7,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),CELSR2,CELSR2,celr2_human,6,16
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),CELSR3,CELSR3,celr3_human,8,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRD1,ADGRD1,agrd1_human,7,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRD2,ADGRD2,agrd2_human,7,15
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRF1,ADGRF1,agrf1_human,6,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRF2,ADGRF2,agrf2_human,7,23
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRF3,ADGRF3,agrf3_human,9,17
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRF4,ADGRF4,agrf4_human,7,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRF5,ADGRF5,agrf5_human,7,20
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRB1,ADGRB1,agrb1_human,7,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRB2,ADGRB2,agrb2_human,7,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRB3,ADGRB3,agrb3_human,6,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG1,ADGRG1,agrg1_human,10,24
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG2,ADGRG2,agrg2_human,8,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG3,ADGRG3,agrg3_human,8,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG4,ADGRG4,agrg4_human,6,18
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG5,ADGRG5,agrg5_human,9,21
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG6,ADGRG6,agrg6_human,7,19
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRG7,ADGRG7,agrg7_human,8,24
A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,B2 (Adhesion),ADGRV1,ADGRV1,agrv1_human,9,19
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRL1,ADGRL1,agrl1_human,12,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRL2,ADGRL2,agrl2_human,13,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRL3,ADGRL3,agrl3_human,10,25
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRL4,ADGRL4,agrl4_human,10,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRE1,ADGRE1,agre1_human,10,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRE2,ADGRE2,agre2_human,10,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRE3,ADGRE3,agre3_human,9,21
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRE4P,ADGRE4P,agre4_human,8,25
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRE5,ADGRE5,agre5_human,9,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRA1,ADGRA1,agra1_human,7,21
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRA2,ADGRA2,agra2_human,7,21
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRA3,ADGRA3,agra3_human,7,22
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),CELSR1,CELSR1,celr1_human,10,25
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),CELSR2,CELSR2,celr2_human,9,22
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),CELSR3,CELSR3,celr3_human,9,23
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRD1,ADGRD1,agrd1_human,10,23
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRD2,ADGRD2,agrd2_human,7,18
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRF1,ADGRF1,agrf1_human,10,21
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRF2,ADGRF2,agrf2_human,10,18
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRF3,ADGRF3,agrf3_human,11,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRF4,ADGRF4,agrf4_human,11,22
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRF5,ADGRF5,agrf5_human,9,22
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRB1,ADGRB1,agrb1_human,8,25
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRB2,ADGRB2,agrb2_human,9,25
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRB3,ADGRB3,agrb3_human,8,24
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG1,ADGRG1,agrg1_human,10,25
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG2,ADGRG2,agrg2_human,10,28
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG3,ADGRG3,agrg3_human,8,22
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG4,ADGRG4,agrg4_human,11,28
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG5,ADGRG5,agrg5_human,7,23
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG6,ADGRG6,agrg6_human,11,28
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRG7,ADGRG7,agrg7_human,11,27
A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,B2 (Adhesion),ADGRV1,ADGRV1,agrv1_human,7,19
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),CaS,CaS receptor,casr_human,7,17
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,9,21
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,8,23
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,8,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,9,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,9,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,10,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,8,19
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,10,21
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,10,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,8,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,10,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,9,23
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,9,19
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPR156,GPR156,gp156_human,6,21
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPR158,GPR158,gp158_human,7,22
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPR179,GPR179,gp179_human,6,18
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPRC5A,GPRC5A,rai3_human,7,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,7,22
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,7,20
A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,8,21
